method,features,lags,mas,f1,precision,recall,cm
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_6_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_6_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_6_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_6_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_6_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_6_value', 'ma_10_value')",0.011494252873563218,0.006289308176100629,0.06666666666666667,"[[1094  158]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_6_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_6_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_8_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_8_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_8_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_8_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_9_value')",0.03680981595092025,0.02027027027027027,0.2,"[[1107  145]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_10_value')",0.036585365853658534,0.020134228187919462,0.2,"[[1106  146]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_7_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_7_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_9_value')",0.03468208092485549,0.0189873417721519,0.2,"[[1097  155]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_9_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_9_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_10_value')",0.034482758620689655,0.018867924528301886,0.2,"[[1096  156]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_8_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_8_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_9_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_9_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_9_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_9_value', 'ma_10_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_7_value', 'ma_9_value', 'ma_10_value']","('lag_6_value', 'lag_7_value')","('ma_9_value', 'ma_10_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_3_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_3_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_3_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_3_value')",0.03614457831325301,0.019867549668874173,0.2,"[[1104  148]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_3_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_3_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_4_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_4_value')",0.024096385542168676,0.013245033112582781,0.13333333333333333,"[[1103  149]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_4_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_5_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_5_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_6_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_6_value')",0.023529411764705882,0.012903225806451613,0.13333333333333333,"[[1099  153]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_6_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_7_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_7_value')",0.03614457831325301,0.019867549668874173,0.2,"[[1104  148]
 [  12    3]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_8_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_8_value')",0.023952095808383235,0.013157894736842105,0.13333333333333333,"[[1102  150]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_8_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_9_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_9_value')",0.012578616352201259,0.006944444444444444,0.06666666666666667,"[[1109  143]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_10_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_10_value')",0.024242424242424242,0.013333333333333334,0.13333333333333333,"[[1104  148]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_2_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_2_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_4_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_4_value')",0.023809523809523808,0.013071895424836602,0.13333333333333333,"[[1101  151]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_4_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_4_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_5_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_5_value')",0.011764705882352941,0.0064516129032258064,0.06666666666666667,"[[1098  154]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_5_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_6_value')",0.023668639053254437,0.012987012987012988,0.13333333333333333,"[[1100  152]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_6_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_7_value')",0.012578616352201259,0.006944444444444444,0.06666666666666667,"[[1109  143]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_8_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_8_value')",0.011976047904191617,0.006578947368421052,0.06666666666666667,"[[1101  151]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_8_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_9_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_9_value')",0.012121212121212121,0.006666666666666667,0.06666666666666667,"[[1103  149]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_9_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_10_value')",0.06666666666666667,0.06666666666666667,0.06666666666666667,"[[1238   14]
 [  14    1]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_10_value')",0.024539877300613498,0.013513513513513514,0.13333333333333333,"[[1106  146]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_3_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_3_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_5_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_5_value')",0.011976047904191617,0.006578947368421052,0.06666666666666667,"[[1101  151]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_5_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_5_value')",0.0759493670886076,0.046875,0.2,"[[1191   61]
 [  12    3]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_6_value')",0.011904761904761904,0.006535947712418301,0.06666666666666667,"[[1100  152]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_6_value')",0.0759493670886076,0.046875,0.2,"[[1191   61]
 [  12    3]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_7_value')",0.024539877300613498,0.013513513513513514,0.13333333333333333,"[[1106  146]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_8_value')",0.022988505747126436,0.012578616352201259,0.13333333333333333,"[[1095  157]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_8_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_9_value')",0.0125,0.006896551724137931,0.06666666666666667,"[[1108  144]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_9_value')",0.0,0.0,0.0,"[[1188   64]
 [  15    0]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_10_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_10_value')",0.022988505747126436,0.012578616352201259,0.13333333333333333,"[[1095  157]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_4_value', 'ma_10_value']","('lag_6_value', 'lag_8_value')","('ma_4_value', 'ma_10_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_6_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_6_value')",0.011764705882352941,0.0064516129032258064,0.06666666666666667,"[[1098  154]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_6_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_6_value')",0.05063291139240506,0.03125,0.13333333333333333,"[[1190   62]
 [  13    2]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_7_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_7_value')",0.024390243902439025,0.013422818791946308,0.13333333333333333,"[[1105  147]
 [  13    2]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_7_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_7_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_8_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_8_value')",0.0,0.0,0.0,"[[1101  151]
 [  15    0]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_8_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_8_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
IsolationForest,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_9_value')",0.0,0.0,0.0,"[[1237   15]
 [  15    0]]"
OneClassSVM,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_9_value')",0.011976047904191617,0.006578947368421052,0.06666666666666667,"[[1101  151]
 [  14    1]]"
Autoencoder,"['day', 'month', 'day_of_week', 'quarter', 'lag_6_value', 'lag_8_value', 'ma_5_value', 'ma_9_value']","('lag_6_value', 'lag_8_value')","('ma_5_value', 'ma_9_value')",0.02531645569620253,0.015625,0.06666666666666667,"[[1189   63]
 [  14    1]]"
